Imb,Priv,Unpriv,Deid,Orig_Acc,Tran_Acc,Orig_Bal,Tran_Bal,Orig_SP,Tran_SP,Orig_DI,Tran_DI,Orig_PP,Tran_PP,Or_Priv_PP,Tr_Priv_PP,Or_Unpr_PP,Tr_Unpr_PP,Orig_FN,Tran_FN,Or_Priv_FN,Tr_Priv_FN,Or_Unpr_FN,Tr_Unpr_FN
10,50,20,deid8,0.71417,0.69583,0.71709,0.69721,-0.49471,0.00602,0.21291,0.84411,0.5485,0.52083,0.59302,0.52943,0.12924,0.44484,0.2234,0.27188,0.20466,0.27127,0.69937,0.26524
10,50,20,deid16,0.69792,0.68117,0.70285,0.68456,-0.64686,-0.01907,0.13428,0.89005,0.58025,0.54917,0.63277,0.55575,0.08522,0.48796,0.20671,0.25694,0.18239,0.25576,0.82925,0.27483
10,50,10,og,0.72725,0.70508,0.73104,0.70775,-0.73598,0.04772,0.02877,0.68053,0.52617,0.50183,0.57992,0.51686,0.01889,0.35724,0.22702,0.27626,0.21292,0.27711,0.9489,0.22939
10,50,10,deid4,0.721,0.6905,0.7265,0.6942,-0.72112,0.00441,0.04099,0.86946,0.55858,0.53775,0.6149,0.54427,0.02698,0.47367,0.19945,0.25479,0.18567,0.25476,0.90679,0.25035
10,50,10,deid8,0.72133,0.685,0.72562,0.68692,-0.61283,0.07457,0.07025,0.91938,0.54358,0.51475,0.59638,0.51952,0.04238,0.47076,0.21545,0.28562,0.20383,0.28694,0.81666,0.21237
10,50,10,deid16,0.70942,0.68175,0.71597,0.6857,-0.77161,-0.03307,0.03412,0.86829,0.57733,0.5345,0.63584,0.54169,0.02349,0.46686,0.1921,0.26712,0.17729,0.26637,0.9489,0.29944
10,50,5,og,0.73092,0.71,0.73672,0.71433,-0.81987,0.13568,0,0.54816,0.556,0.53908,0.61488,0.5635,0,0.31003,0.18925,0.23033,0.18013,0.23168,1,0.096
10,50,5,deid4,0.72767,0.69308,0.73347,0.69857,-0.81279,0.09713,0.00119,0.82152,0.55242,0.54917,0.61076,0.55882,0.00075,0.45942,0.19626,0.23705,0.18721,0.23813,1,0.141
10,50,5,deid8,0.72475,0.69117,0.73048,0.69374,-0.8231,0.07754,0,0.78091,0.56583,0.53208,0.62569,0.54424,0,0.4187,0.18608,0.25934,0.1769,0.2602,1,0.18266
10,50,5,deid16,0.71417,0.68267,0.72141,0.68683,-0.81979,0.02509,0,0.77512,0.57258,0.53458,0.63327,0.54658,0,0.42201,0.18925,0.26434,0.18021,0.26466,1,0.23957
10,40,20,og,0.69708,0.69517,0.707,0.70175,-0.37924,0.04142,0.35427,0.8294,0.49542,0.483,0.52769,0.49081,0.18852,0.41136,0.24908,0.26795,0.23177,0.26928,0.61102,0.22786
10,40,20,deid4,0.71917,0.708,0.71317,0.70059,-0.34109,0.02145,0.29854,1.01309,0.4235,0.42083,0.45406,0.42057,0.13495,0.42673,0.31333,0.33147,0.29751,0.33144,0.6386,0.31
10,40,20,deid8,0.67642,0.66808,0.69495,0.68295,-0.29863,0.00094,0.3435,0.8972,0.53075,0.51875,0.56663,0.52511,0.19358,0.46243,0.22863,0.2554,0.21431,0.25422,0.51294,0.25327
10,40,20,deid16,0.67225,0.658,0.69017,0.67401,-0.43679,-0.00778,0.28214,0.97097,0.53125,0.52667,0.57071,0.52932,0.16017,0.50267,0.23392,0.25845,0.21247,0.25753,0.64926,0.26531
10,40,10,og,0.70067,0.681,0.71678,0.70084,-0.57934,0.08524,0.1176,0.79122,0.50975,0.52792,0.55588,0.53829,0.06738,0.42822,0.21887,0.2207,0.20527,0.22261,0.78462,0.13736
10,40,10,deid4,0.7245,0.71283,0.7193,0.70095,-0.59842,0.03832,0.07302,0.85335,0.42275,0.40225,0.46362,0.40818,0.03388,0.34788,0.30263,0.34612,0.28838,0.34673,0.88679,0.30841
10,40,10,deid8,0.68858,0.67267,0.70368,0.67939,-0.48831,0.08452,0.0966,0.98192,0.507,0.48042,0.55485,0.48185,0.05355,0.46778,0.23809,0.29511,0.22605,0.29689,0.71436,0.21237
10,40,10,deid16,0.67692,0.667,0.69812,0.67435,-0.68859,-0.00234,0.08809,0.93538,0.53317,0.48492,0.58352,0.4887,0.05137,0.44655,0.21877,0.29681,0.20252,0.2971,0.89111,0.29944
10,40,5,og,0.70508,0.69692,0.72401,0.70732,-0.80936,0.18887,0,0.62946,0.516,0.4875,0.57034,0.50542,0,0.31941,0.20181,0.25141,0.19064,0.25391,1,0.06504
10,40,5,deid4,0.72842,0.71092,0.7256,0.70174,-0.70213,0.17964,0.00735,0.86414,0.42817,0.41167,0.47295,0.41687,0.00373,0.36417,0.28751,0.3341,0.27787,0.33644,0.98,0.1568
10,40,5,deid8,0.69117,0.67708,0.70833,0.68124,-0.76033,0.15248,0.00365,0.90667,0.50725,0.4635,0.56094,0.4687,0.00233,0.41781,0.23024,0.30808,0.21967,0.31014,0.98,0.15766
10,40,5,deid16,0.67958,0.65675,0.70575,0.67425,-0.82102,-0.00639,0,0.82795,0.5505,0.52517,0.60809,0.53515,0,0.42779,0.19029,0.25537,0.17898,0.25556,1,0.26196
10,20,10,og,0.699,0.69733,0.70671,0.70276,-0.28577,0.10429,0.39097,0.9777,0.3865,0.38533,0.41018,0.38648,0.15724,0.37292,0.27938,0.28692,0.26656,0.29182,0.55233,0.18752
10,20,10,deid4,0.70075,0.68883,0.70413,0.69588,-0.31614,-0.02,0.38082,0.9989,0.37908,0.39017,0.40254,0.3905,0.15392,0.38798,0.29102,0.29328,0.276,0.29215,0.59213,0.31214
10,20,10,deid8,0.70442,0.69433,0.7013,0.6913,-0.2893,0.03694,0.31261,1.04069,0.37042,0.37667,0.39615,0.3749,0.1218,0.3941,0.30435,0.31423,0.29093,0.31544,0.58023,0.2785
10,20,10,deid16,0.66408,0.66067,0.69372,0.6827,-0.30037,-0.04481,0.32501,1.07871,0.42908,0.42317,0.45832,0.42039,0.1474,0.44786,0.25805,0.28172,0.24399,0.27975,0.54436,0.32455
10,20,5,og,0.696,0.69233,0.71084,0.70204,-0.50938,0.12628,0.09793,0.76842,0.39333,0.39083,0.42954,0.39922,0.04763,0.31149,0.26423,0.28099,0.24934,0.2847,0.75872,0.15842
10,20,5,deid4,0.6855,0.67208,0.70748,0.69281,-0.47452,0.11252,0.13325,1.00353,0.40467,0.41158,0.44134,0.41206,0.0578,0.40832,0.25858,0.27546,0.24515,0.27852,0.71968,0.166
10,20,5,deid8,0.71558,0.71208,0.70313,0.69054,-0.34439,0.14621,0.108,0.92119,0.35308,0.34592,0.38561,0.34813,0.04347,0.32446,0.31718,0.34476,0.30668,0.34825,0.65107,0.20203
10,20,5,deid16,0.65025,0.65067,0.69779,0.68096,-0.62383,0.00806,0.08231,0.9844,0.45325,0.4365,0.49654,0.43748,0.04142,0.42438,0.22579,0.26994,0.208,0.27081,0.83183,0.26275
10,10,5,og,0.6735,0.6815,0.70833,0.70321,-0.14994,0.17043,0.35713,0.89249,0.37442,0.36242,0.39877,0.36594,0.14279,0.33111,0.24844,0.26965,0.2404,0.2779,0.39034,0.10747
10,10,5,deid4,0.67908,0.66183,0.71208,0.7073,-0.23661,0.09098,0.41963,1.07115,0.36933,0.38858,0.3909,0.38592,0.16497,0.41333,0.24688,0.23629,0.23243,0.24107,0.46904,0.15009
10,10,5,deid8,0.721,0.72142,0.71154,0.70791,-0.22445,0.00014,0.35849,1.17066,0.31742,0.31517,0.33819,0.31079,0.1194,0.35842,0.29975,0.30856,0.28661,0.3088,0.51106,0.30867
10,10,5,deid16,0.70925,0.70225,0.70554,0.70134,-0.19957,-0.01112,0.49055,1.09289,0.32867,0.3355,0.34517,0.33304,0.17258,0.35925,0.29927,0.30004,0.2876,0.29961,0.48717,0.31073
5,50,40,og,0.708,0.70283,0.70923,0.70419,-0.13989,0.00515,0.64357,0.92022,0.53858,0.54058,0.57311,0.5481,0.36971,0.50304,0.24716,0.25031,0.22845,0.25099,0.36834,0.24584
5,50,40,deid4,0.70258,0.69583,0.7035,0.69679,-0.11287,0.05339,0.70259,1.01619,0.52817,0.52808,0.55588,0.5265,0.39151,0.53379,0.26341,0.27035,0.24832,0.27748,0.36119,0.22409
5,50,40,deid8,0.68633,0.6785,0.68699,0.67875,-0.12009,-0.0073,0.71449,0.95437,0.53975,0.52592,0.5669,0.53038,0.40662,0.50237,0.26875,0.29107,0.25248,0.29,0.37257,0.2973
5,50,40,deid16,0.68175,0.67667,0.68421,0.67841,-0.15919,-0.00675,0.66856,0.90634,0.58283,0.56058,0.61735,0.57004,0.41366,0.51588,0.22861,0.25675,0.20719,0.2554,0.36638,0.26215
5,50,20,og,0.72283,0.70108,0.72627,0.70208,-0.447,0.00085,0.20713,0.72386,0.51875,0.49183,0.59932,0.51574,0.1251,0.37593,0.23484,0.288,0.20302,0.28793,0.65002,0.28708
5,50,20,deid4,0.71933,0.69958,0.72127,0.69988,-0.49339,0.03648,0.182,0.79206,0.50075,0.48483,0.58142,0.50236,0.10519,0.39881,0.25817,0.29748,0.22305,0.29999,0.71644,0.26351
5,50,20,deid8,0.70242,0.67692,0.70888,0.68113,-0.56553,0.03924,0.13939,0.84951,0.54417,0.52833,0.63721,0.54331,0.08985,0.45599,0.22826,0.27444,0.1882,0.27723,0.75373,0.23799
5,50,20,deid16,0.69558,0.66283,0.70384,0.66872,-0.50789,0.03632,0.17939,0.8728,0.56067,0.54375,0.65181,0.55824,0.11834,0.47685,0.21721,0.27244,0.181,0.27473,0.68889,0.23841
5,50,10,og,0.733,0.70175,0.7385,0.70307,-0.78856,0.00328,0.01254,0.63882,0.51433,0.48525,0.61819,0.51586,0.00847,0.33525,0.21858,0.28731,0.18805,0.28735,0.9766,0.28406
5,50,10,deid4,0.72675,0.68525,0.73584,0.69104,-0.69102,-0.05317,0.04502,0.76835,0.54292,0.52275,0.64767,0.54328,0.02987,0.42252,0.19281,0.26327,0.16588,0.26111,0.8569,0.31428
5,50,10,deid8,0.71617,0.67367,0.72706,0.67922,-0.73849,0.02738,0.026,0.77077,0.5575,0.51533,0.6683,0.53799,0.01777,0.40744,0.18814,0.28384,0.15939,0.28488,0.89789,0.25751
5,50,10,deid16,0.7135,0.66333,0.72481,0.66828,-0.74453,0.03433,0.02736,0.79038,0.56017,0.51317,0.67133,0.53357,0.01884,0.41587,0.18794,0.29828,0.15893,0.29941,0.90346,0.26508
5,50,5,og,0.74092,0.7035,0.74884,0.70522,-0.82267,0.05553,0,0.59668,0.52283,0.48525,0.63022,0.52058,0,0.31528,0.19448,0.28154,0.17733,0.2825,1,0.22697
5,50,5,deid4,0.73508,0.68958,0.74754,0.69402,-0.85505,0.04699,0,0.68697,0.55583,0.50467,0.66995,0.53208,0,0.36969,0.16278,0.27492,0.14495,0.27567,1,0.22868
5,50,5,deid8,0.72467,0.67292,0.73687,0.67262,-0.83904,0.09234,0,0.76546,0.55242,0.47067,0.66604,0.49253,0,0.36623,0.17832,0.33312,0.16096,0.33489,1,0.24256
5,50,5,deid16,0.72008,0.66483,0.73431,0.6688,-0.8487,0.07332,0,0.75529,0.56467,0.49875,0.68101,0.52264,0,0.38697,0.16902,0.30921,0.1513,0.31033,1,0.23701
5,40,20,og,0.705,0.69692,0.71781,0.70378,-0.31409,0.01623,0.34209,0.80792,0.48767,0.46892,0.5488,0.48413,0.1892,0.39342,0.2358,0.27233,0.20793,0.27375,0.52202,0.25752
5,40,20,deid4,0.71983,0.71117,0.71189,0.70062,-0.38517,0.00518,0.27065,0.83206,0.414,0.40683,0.47277,0.41903,0.12642,0.34817,0.31702,0.33847,0.28311,0.33882,0.66829,0.33365
5,40,20,deid8,0.678,0.66733,0.69685,0.68387,-0.37765,0.01232,0.29317,0.87513,0.51517,0.51067,0.58475,0.52192,0.17424,0.45647,0.23496,0.25592,0.20149,0.25714,0.57914,0.24482
5,40,20,deid16,0.68425,0.6725,0.70175,0.68133,-0.45202,0.00179,0.25505,0.93083,0.51158,0.4845,0.58586,0.49139,0.14687,0.45027,0.23229,0.28526,0.19268,0.28541,0.6447,0.28362
5,40,10,og,0.70842,0.68633,0.73124,0.70373,-0.64964,0.0085,0.08493,0.77828,0.507,0.49725,0.59979,0.51698,0.05157,0.40074,0.19224,0.23787,0.16063,0.23814,0.81026,0.22963
5,40,10,deid4,0.71692,0.69675,0.72404,0.69266,-0.54084,-0.01504,0.09033,0.82882,0.46083,0.43283,0.5444,0.44554,0.0485,0.37217,0.24775,0.31655,0.22161,0.31564,0.76245,0.33068
5,40,10,deid8,0.68733,0.67108,0.71631,0.68483,-0.6775,0.03474,0.0585,0.81574,0.52992,0.489,0.63198,0.5058,0.03606,0.40962,0.18882,0.27068,0.15584,0.27219,0.83333,0.23746
5,40,10,deid16,0.68817,0.67483,0.7149,0.68799,-0.59638,-0.00014,0.09924,0.7506,0.52258,0.48525,0.61715,0.50757,0.06151,0.37625,0.19795,0.27025,0.16898,0.26988,0.76536,0.27002
5,40,5,og,0.71917,0.69058,0.74361,0.70868,-0.84342,0.07266,0,0.67559,0.50067,0.49175,0.60321,0.52089,0,0.35155,0.17858,0.23354,0.15658,0.23535,1,0.16269
5,40,5,deid4,0.70992,0.6825,0.72957,0.68744,-0.71604,0.00139,0.01101,0.75337,0.49108,0.45817,0.59005,0.47735,0.0075,0.3641,0.20669,0.29506,0.18812,0.29495,0.90417,0.29355
5,40,5,deid8,0.69533,0.67033,0.725,0.68184,-0.80697,0.02232,0.00327,0.78788,0.52117,0.477,0.62836,0.49677,0.00227,0.38504,0.18268,0.28354,0.16162,0.28376,0.96859,0.26144
5,40,5,deid16,0.68983,0.64892,0.72565,0.68008,-0.84206,0.0246,0.01237,0.75548,0.53967,0.53758,0.64867,0.56174,0.00871,0.42152,0.16333,0.2252,0.14127,0.22539,0.98333,0.20079
5,20,10,og,0.69892,0.69733,0.70817,0.69573,-0.25167,0.03176,0.39054,0.89383,0.38417,0.37525,0.42861,0.38253,0.16865,0.34081,0.27651,0.30565,0.25308,0.30813,0.50475,0.27637
5,20,10,deid4,0.70267,0.71467,0.70467,0.69376,-0.29437,-0.0237,0.34318,1.01087,0.37425,0.34542,0.42034,0.34402,0.14566,0.35288,0.29224,0.33881,0.2649,0.33651,0.55927,0.36021
5,20,10,deid8,0.69625,0.70342,0.70225,0.69353,-0.41135,0.01306,0.2838,0.98113,0.38167,0.36183,0.43514,0.36284,0.12123,0.35784,0.28885,0.32275,0.25079,0.32432,0.66214,0.31127
5,20,10,deid16,0.69783,0.69925,0.70921,0.69447,-0.41109,-0.01889,0.21935,0.92491,0.38708,0.37133,0.44615,0.3769,0.09721,0.34293,0.27201,0.31181,0.23385,0.30961,0.64495,0.3285
5,20,5,og,0.68475,0.6865,0.71331,0.6977,-0.4741,0.08441,0.13404,0.83072,0.40575,0.38917,0.47547,0.40038,0.06779,0.33649,0.24315,0.28544,0.21847,0.28944,0.69257,0.20504
5,20,5,deid4,0.682,0.67283,0.71873,0.69361,-0.54151,0.01897,0.10099,0.90113,0.4165,0.4085,0.49095,0.41618,0.05051,0.37258,0.2235,0.27272,0.19667,0.27355,0.73818,0.25458
5,20,5,deid8,0.69025,0.6945,0.714,0.69039,-0.55649,0.03083,0.07788,0.93017,0.39758,0.36983,0.47127,0.37437,0.03702,0.3487,0.2502,0.31669,0.22237,0.3181,0.77886,0.28727
5,20,5,deid16,0.68992,0.70783,0.70959,0.68729,-0.66045,0.03705,0.10463,0.80746,0.39475,0.34767,0.46576,0.35913,0.04712,0.29288,0.26032,0.34392,0.22774,0.34512,0.88819,0.30808
5,10,5,og,0.664,0.66125,0.70561,0.69639,-0.24327,0.0549,0.3787,0.94059,0.383,0.38258,0.42739,0.38679,0.16646,0.36282,0.24342,0.26054,0.21931,0.26585,0.46258,0.21095
5,10,5,deid4,0.72392,0.71925,0.71643,0.70442,-0.29948,0.02291,0.33304,1.01384,0.31458,0.31558,0.35405,0.31488,0.12041,0.3208,0.29224,0.31305,0.26409,0.31448,0.56357,0.29157
5,10,5,deid8,0.6745,0.68383,0.71066,0.69954,-0.37048,-0.03609,0.39093,1.02059,0.373,0.35667,0.415,0.35564,0.16558,0.36213,0.24443,0.28079,0.20934,0.27695,0.57982,0.31304
5,10,5,deid16,0.63733,0.63358,0.70035,0.70007,-0.41313,0.0171,0.30994,0.85966,0.41383,0.41792,0.46814,0.4279,0.14712,0.36691,0.22234,0.21863,0.18328,0.21908,0.59641,0.20198
2,50,40,og,0.70625,0.70167,0.70726,0.70211,-0.15931,-0.01184,0.63749,0.87629,0.49725,0.50083,0.5653,0.52191,0.36222,0.45934,0.28106,0.28293,0.2356,0.27951,0.3949,0.29135
2,50,40,deid4,0.70308,0.694,0.70468,0.69733,-0.19591,-0.00058,0.62012,0.94189,0.50358,0.5265,0.57651,0.53704,0.35884,0.50611,0.27725,0.26229,0.22126,0.26216,0.41717,0.26274
2,50,40,deid8,0.69058,0.67567,0.69461,0.67852,-0.1555,0.01502,0.66481,0.95188,0.54208,0.52617,0.61142,0.53753,0.40476,0.50463,0.24965,0.28285,0.2053,0.28654,0.36081,0.27152
2,50,40,deid16,0.68475,0.67883,0.68937,0.68161,-0.20304,-0.0487,0.62869,0.86797,0.53625,0.50883,0.61236,0.53594,0.38525,0.45531,0.26117,0.29675,0.20355,0.28358,0.40658,0.33228
2,50,20,og,0.7285,0.69175,0.74501,0.70247,-0.44714,0.01022,0.24231,0.77339,0.5285,0.51158,0.70838,0.55328,0.17169,0.42895,0.1758,0.24419,0.10405,0.24598,0.5512,0.23577
2,50,20,deid4,0.72625,0.67333,0.73638,0.68231,-0.46446,0.05605,0.23514,0.85215,0.50408,0.5125,0.67669,0.54088,0.16185,0.45495,0.21067,0.26757,0.13643,0.27611,0.60089,0.22005
2,50,20,deid8,0.72508,0.6675,0.73369,0.66517,-0.52479,-0.00283,0.17852,0.83411,0.49275,0.4555,0.68011,0.48307,0.12161,0.40152,0.22526,0.34531,0.14105,0.34491,0.66584,0.34775
2,50,20,deid16,0.72783,0.6645,0.736,0.66199,-0.52897,0.03821,0.18198,0.88598,0.492,0.45767,0.67726,0.47729,0.12347,0.41753,0.22327,0.34724,0.13859,0.35386,0.66756,0.31565
2,50,10,og,0.74817,0.68133,0.76745,0.69901,-0.76164,0.03011,0.06471,0.73802,0.4985,0.50933,0.72509,0.55885,0.04883,0.41072,0.162,0.23812,0.09417,0.2409,0.85581,0.21078
2,50,10,deid4,0.75567,0.67092,0.77397,0.68158,-0.68446,0.01975,0.06788,0.82821,0.49333,0.49092,0.71678,0.5232,0.04966,0.42593,0.15891,0.27873,0.09805,0.28072,0.78251,0.26097
2,50,10,deid8,0.74708,0.66592,0.7628,0.67331,-0.81788,0.0084,0.03774,0.78379,0.48725,0.48058,0.71861,0.52078,0.02781,0.40061,0.17928,0.29953,0.10655,0.30078,0.92443,0.29238
2,50,10,deid16,0.75467,0.65217,0.76648,0.62952,-0.883,0.05014,0.00655,0.97662,0.472,0.37883,0.70722,0.38553,0.0049,0.36521,0.1899,0.45665,0.11144,0.46164,0.99444,0.41149
2,50,5,og,0.77217,0.68833,0.79488,0.6978,-0.91561,0.02481,0,0.67012,0.48733,0.47533,0.73317,0.53312,0,0.36079,0.12926,0.26779,0.08439,0.26893,1,0.24412
2,50,5,deid4,0.77225,0.67942,0.79491,0.68738,-0.91523,0.02738,0.00068,0.73035,0.48708,0.46892,0.73246,0.51755,0.0005,0.3719,0.12957,0.28748,0.08477,0.28907,1,0.26169
2,50,5,deid8,0.76383,0.65433,0.78871,0.67109,-0.91036,-0.02247,0.00173,0.77149,0.49633,0.50533,0.74589,0.54834,0.00133,0.41993,0.12836,0.27238,0.08376,0.27152,0.99412,0.29399
2,50,5,deid16,0.76425,0.6575,0.78876,0.64651,-0.91536,0.08459,0,0.77971,0.49525,0.421,0.74483,0.4552,0,0.35266,0.12942,0.38854,0.08464,0.39295,1,0.30836
2,40,20,og,0.71075,0.69783,0.72409,0.70027,-0.35372,0.01119,0.31692,0.81099,0.464,0.44075,0.60157,0.47019,0.19131,0.3824,0.23632,0.29144,0.16868,0.29351,0.5224,0.28233
2,40,20,deid4,0.70233,0.68233,0.71818,0.68769,-0.39207,0.03237,0.29273,0.86554,0.47392,0.45325,0.62104,0.47457,0.18303,0.41094,0.23435,0.29586,0.15877,0.30228,0.55084,0.26991
2,40,20,deid8,0.71342,0.67425,0.71348,0.65512,-0.40732,0.01679,0.25214,0.94548,0.42783,0.391,0.57122,0.39977,0.14404,0.37389,0.28677,0.40167,0.2086,0.40487,0.61592,0.38808
2,40,20,deid16,0.70708,0.66458,0.71686,0.64876,-0.47364,0.05091,0.22306,0.94526,0.45467,0.40067,0.61485,0.4092,0.13706,0.38377,0.25533,0.40035,0.16459,0.41036,0.63823,0.35945
2,40,10,og,0.72158,0.68467,0.75036,0.69874,-0.54296,0.02552,0.14592,0.7397,0.47183,0.45658,0.66047,0.49861,0.09859,0.3733,0.17773,0.26526,0.11878,0.26811,0.66174,0.24259
2,40,10,deid4,0.72475,0.67492,0.75167,0.67996,-0.59325,0.02997,0.10536,0.83199,0.46783,0.44167,0.66791,0.46975,0.07033,0.38513,0.17995,0.30649,0.11556,0.31033,0.70882,0.28036
2,40,10,deid8,0.72075,0.66367,0.73855,0.66067,-0.71439,0.02215,0.07683,0.87252,0.44833,0.42658,0.64865,0.44687,0.05164,0.38681,0.21788,0.34854,0.14068,0.35131,0.85507,0.32916
2,40,10,deid16,0.71658,0.65433,0.73372,0.63218,-0.77493,0.02745,0.06346,0.9687,0.44833,0.38875,0.65213,0.39565,0.04388,0.37482,0.22456,0.42611,0.1406,0.42942,0.91553,0.40197
2,40,5,og,0.746,0.68533,0.77354,0.69801,-0.87149,0.01333,0.00423,0.7101,0.44642,0.44558,0.67035,0.49304,0.00294,0.35196,0.16228,0.27117,0.10987,0.27194,0.98136,0.2586
2,40,5,deid4,0.74167,0.67625,0.77146,0.67413,-0.8779,0.06756,0.0044,0.83922,0.45192,0.41767,0.67835,0.44286,0.00314,0.3687,0.15978,0.33312,0.107,0.33748,0.9849,0.26992
2,40,5,deid8,0.72975,0.64283,0.76229,0.66748,-0.86138,-0.00962,0.01316,0.85703,0.46167,0.48175,0.68995,0.51091,0.00967,0.42553,0.16322,0.27856,0.1114,0.27837,0.97278,0.288
2,40,5,deid16,0.73658,0.66733,0.76399,0.63977,-0.875,0.1093,0.00312,0.919,0.44983,0.37425,0.67576,0.38817,0.00221,0.34784,0.17255,0.4257,0.12,0.43244,0.995,0.32314
2,20,10,og,0.71283,0.72158,0.70887,0.69259,-0.29329,0.03129,0.35618,0.89557,0.35467,0.32825,0.45209,0.33907,0.16099,0.30639,0.29692,0.35035,0.23971,0.35655,0.53299,0.32526
2,20,10,deid4,0.71208,0.7065,0.71364,0.68575,-0.21647,0.03055,0.40933,1.03132,0.35992,0.34517,0.44945,0.34293,0.18191,0.34921,0.2839,0.3451,0.24167,0.35121,0.45814,0.32066
2,20,10,deid8,0.72275,0.70767,0.71323,0.68666,-0.30717,-0.04156,0.39647,1.02636,0.34408,0.34533,0.43074,0.34266,0.17163,0.35023,0.30043,0.3435,0.24026,0.33565,0.54743,0.37721
2,20,10,deid16,0.70125,0.68225,0.70374,0.66682,-0.34587,-0.01252,0.3317,1.07982,0.36808,0.36592,0.47199,0.35993,0.16105,0.37708,0.29208,0.35572,0.22473,0.35342,0.5706,0.36594
2,20,5,og,0.67692,0.643,0.73668,0.69608,-0.47543,0.01502,0.20244,0.87477,0.42008,0.4385,0.57309,0.45796,0.11702,0.40016,0.17793,0.22838,0.12422,0.23004,0.59965,0.21503
2,20,5,deid4,0.69367,0.66917,0.729,0.68873,-0.54253,0.0594,0.13877,0.93853,0.39133,0.3975,0.55025,0.40558,0.07757,0.38144,0.21968,0.28196,0.15794,0.28868,0.70047,0.22929
2,20,5,deid8,0.70958,0.67392,0.72463,0.68822,-0.68163,-0.0798,0.0885,0.88945,0.36525,0.38975,0.52548,0.40402,0.04849,0.3614,0.25327,0.29065,0.17582,0.28169,0.85746,0.3615
2,20,5,deid16,0.70433,0.69933,0.72474,0.68638,-0.60956,-0.0781,0.13109,0.81043,0.3725,0.3515,0.5255,0.37449,0.0695,0.30643,0.24582,0.33181,0.17654,0.32305,0.7861,0.40115
2,10,5,og,0.68083,0.67483,0.71845,0.70266,-0.2892,0.01005,0.38102,0.988,0.36425,0.36542,0.46065,0.36613,0.17142,0.36439,0.23556,0.26323,0.17726,0.26476,0.46646,0.25471
2,10,5,deid4,0.71742,0.73342,0.71814,0.69785,-0.33646,0.03969,0.34975,1.1041,0.31967,0.293,0.40859,0.2834,0.14341,0.31212,0.28079,0.3447,0.21167,0.35219,0.54813,0.3125
2,10,5,deid8,0.69525,0.69625,0.70499,0.69144,-0.32542,-0.02428,0.43561,1.07234,0.34233,0.33583,0.421,0.32832,0.18488,0.35074,0.28228,0.31353,0.21567,0.30842,0.54109,0.3327
2,10,5,deid16,0.69325,0.73533,0.7149,0.70063,-0.27341,-0.0915,0.44044,0.73348,0.3475,0.29158,0.42808,0.32059,0.18782,0.2344,0.25886,0.34099,0.20355,0.32256,0.47696,0.41407
1,50,40,og,0.71475,0.71067,0.71361,0.70783,-0.17611,0.00618,0.63237,0.91646,0.46583,0.45342,0.57026,0.47258,0.3605,0.4342,0.29767,0.31643,0.22028,0.31893,0.39638,0.31275
1,50,40,deid4,0.69625,0.68992,0.70059,0.69368,-0.19855,0.01991,0.65407,1.00652,0.5125,0.50667,0.61797,0.50584,0.40662,0.50747,0.26542,0.27896,0.17807,0.28769,0.37662,0.26778
1,50,40,deid8,0.68825,0.67592,0.69275,0.67661,-0.18577,0.13149,0.65255,1.22664,0.50967,0.47917,0.61821,0.43438,0.3998,0.52447,0.27702,0.32545,0.19559,0.38325,0.38136,0.25176
1,50,40,deid16,0.67767,0.66533,0.67818,0.66379,-0.19707,0.05395,0.61992,1.04908,0.48742,0.47042,0.60189,0.46593,0.37304,0.47547,0.31541,0.34836,0.22852,0.37176,0.42559,0.31782
1,50,20,og,0.74008,0.66767,0.75816,0.69697,-0.40152,0.01171,0.27934,0.79841,0.47917,0.53242,0.74681,0.58834,0.20982,0.47651,0.18368,0.21032,0.07238,0.21312,0.4739,0.20141
1,50,20,deid4,0.74442,0.69117,0.75146,0.69126,-0.46332,0.01986,0.23036,0.77546,0.4455,0.44158,0.72127,0.49387,0.16748,0.38892,0.2261,0.30855,0.09737,0.31367,0.56069,0.29381
1,50,20,deid8,0.73067,0.67242,0.74207,0.673,-0.49422,0.04213,0.22321,0.84905,0.46292,0.44717,0.75461,0.48817,0.16944,0.40536,0.22099,0.3267,0.0835,0.33749,0.57772,0.29536
1,50,20,deid16,0.74542,0.68125,0.74765,0.6253,-0.44759,0.14149,0.20713,0.94404,0.431,0.2745,0.71263,0.28474,0.14758,0.26444,0.24562,0.56173,0.12105,0.59992,0.56864,0.45844
1,50,10,og,0.77467,0.6965,0.79021,0.70656,-0.64769,0.05614,0.1157,0.70863,0.42108,0.44075,0.75197,0.51503,0.0878,0.36621,0.17155,0.2692,0.06866,0.27785,0.71635,0.22171
1,50,10,deid4,0.77658,0.683,0.78949,0.68961,-0.66008,-0.00524,0.09072,0.69712,0.41483,0.43958,0.75711,0.51514,0.06995,0.36338,0.17882,0.29421,0.07325,0.29401,0.73333,0.29924
1,50,10,deid8,0.78058,0.69133,0.7865,0.66347,-0.71948,0.07329,0.05872,0.75305,0.39883,0.36558,0.74979,0.41642,0.04532,0.31435,0.19905,0.40486,0.0848,0.41574,0.80428,0.34245
1,50,10,deid16,0.76725,0.65983,0.77593,0.65582,-0.76057,0.0384,0.05697,0.79202,0.40983,0.42708,0.7721,0.47838,0.04482,0.37656,0.20292,0.35414,0.08229,0.35983,0.84285,0.32144
